"predator","Acanthuriformes","Actinopteri","Alpheidae","Amphipoda","Anguilliformes","Annelida","Anthozoa","Apogonidae","Arthropoda","Ascidiacea","Bivalvia","Bryozoa","Caenogastropoda","Carcinidae","Cephalopoda","Chordata","Cirripedia","Copepoda","Coralline_algae","Cumacea","Cyanobacteria","Decapoda","Echinodermata","Echinoidea","Eupercaria incertae sedis","Foraminifera","Galatheidae","Gastropoda","Gobiidae","Harpacticoida","Hemichordata","Hippolytidae","Holocentridae","Holothuroidea","Hydrozoa","Inorganic_detritus","Isopoda","Littorinimorpha","Macroalgae","Majidae","Microalgae","Mollusca","Mulliformes","Nematoda","Neogastropoda","Ophiuroidea","Organic_detritus","Paguridae","Polyplacophora","Pomacentridae","Porifera","Portunidae","Pycnogonida","Rhynchocinetidae","Scaphopoda","Seagrass","Sipuncula","Spermatophyta","Stomatopoda","Tanaidacea","Trochida","Turf","Xanthidae","Zooplankton"
"Abudefduf_sparoides",NA,0.0453299714974786,NA,0.0504275378206534,NA,0.0513045384784039,0.0236242052181539,NA,0.024172330629248,0.0291602718702039,0.0362310896733173,NA,NA,NA,NA,NA,0.0319008989256742,0.0214865161148871,0.0164437623328217,0.0190199517649638,NA,0.0200065775049331,NA,0.0253782065336549,NA,0.045384784038588,NA,0.0225827669370752,NA,0.0370532777899583,NA,NA,NA,NA,0.0439048454286341,0.0355733391800044,0.0391361543521158,NA,0.0500438500328875,NA,NA,NA,NA,0.0326134619600965,NA,0.0157311992983995,0.0376562157421618,0.0268033326024995,0.0201710151282613,NA,0.0177592633194475,NA,0.0163889497917123,NA,NA,NA,0.0179785134838851,0.0297632098224074,NA,0.0186910765183074,NA,0.0463165972374479,NA,0.0519622889717167
"Abudefduf_taurus",NA,0.119386637458927,NA,NA,NA,NA,0.214311792625046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188389923329682,NA,NA,NA,0.289886820007302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188024826579043
"Abudefduf_troschelii",NA,NA,NA,0.103246753246753,NA,0.102207792207792,0.0549350649350649,NA,0.0675324675324675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414285714285714,NA,NA,NA,0.0764935064935065,NA,NA,NA,NA,0.101168831168831,0.0602597402597403,0.0372727272727273,NA,0.118441558441558,NA,NA,NA,NA,NA,NA,NA,0.0503896103896104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0687012987012987,NA,0.117922077922078
"Abudefduf_vaigiensis",NA,0.0663233779608651,NA,0.0739443872296602,NA,0.127085478887745,NA,NA,0.124819773429454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116168898043254,NA,NA,NA,0.127497425334707,NA,NA,NA,NA,NA,NA,NA,NA,0.0725025746652935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128733264675592,NA,0.162924819773429
"Abudefduf_whitleyi",NA,0.0374869507449938,NA,0.0653886305400019,NA,0.0490651988231945,0.0426117490746892,NA,0.0670019929771282,0.0485906804593338,0.0377716617633102,NA,NA,NA,NA,NA,NA,0.049444813514283,NA,NA,NA,NA,NA,NA,NA,0.0329315744519313,NA,0.0493499098415109,NA,0.0603587358830787,NA,NA,NA,NA,0.0721267913068236,NA,0.0420423270380564,NA,0.0600740248647623,NA,0.0378665654360824,NA,NA,NA,NA,NA,0.0778210116731517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039669735218753,NA,0.0449843408939926,NA,0.0854133054949227
"Acanthemblemaria_aspera",NA,0.0624200199061567,NA,0.060358310820418,NA,0.0644106355751457,NA,NA,0.0605004976539172,NA,0.0491966443907294,NA,NA,NA,NA,NA,NA,0.0528935020617091,NA,NA,NA,0.0467083748044931,NA,NA,NA,0.0587942556519266,NA,0.0496232048912271,NA,0.0529645954784587,NA,NA,NA,NA,NA,0.0607848713209157,0.060358310820418,NA,0.0482013365562349,NA,NA,NA,NA,NA,NA,0.0417318356320205,NA,0.0386748187117873,NA,NA,NA,NA,NA,NA,NA,NA,0.0417318356320205,NA,NA,0.0363287359590502,NA,0.0483435233897341,NA,0.0659746907436371
"Acanthemblemaria_atrata",NA,0.0636112549628862,NA,0.0541170378042465,NA,0.0723286725358191,NA,NA,0.0623165889867081,NA,0.0523908165026756,NA,NA,NA,NA,NA,NA,0.0485931296392197,NA,NA,NA,0.0254617641981702,NA,NA,NA,0.0566200586915243,NA,0.0403072673916796,NA,0.0515277058518902,NA,NA,NA,NA,NA,0.0535128603486967,0.0633523217676506,NA,0.0652511651993786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0390126014155015,NA,0.0407388227170723,0.046090108751942,NA,0.0652511651993786,0.025116519937856,0.0744001380977041
"Acanthemblemaria_hancocki",NA,0.0630914826498423,NA,0.0553906105028762,NA,0.0801632956021525,NA,NA,0.0637409537947671,NA,0.0542772313972908,NA,NA,NA,NA,NA,NA,0.0622564483206532,NA,NA,NA,NA,NA,NA,NA,0.076730376693264,NA,0.0689367229541659,NA,0.0719985154945259,NA,NA,NA,NA,NA,0.0815550194841344,0.0478753015401744,NA,0.0616069771757283,NA,0.064390424939692,NA,NA,NA,NA,NA,NA,NA,0.0665244015587307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0814622378920022
"Acanthemblemaria_spinosa",NA,0.0683421159302797,NA,0.0538305634373733,NA,0.0709363599513579,NA,NA,0.0689906769355492,NA,0.0483177948925821,NA,NA,NA,NA,NA,NA,0.056586947709769,NA,NA,NA,0.0428860964734495,NA,NA,NA,0.054722334819619,0.0461289014997973,0.0469396027563843,NA,0.0681799756789623,NA,NA,NA,NA,NA,0.0592622618565059,0.053911633563032,NA,0.0488852857721929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0495338467774625,NA,NA,0.0388325901905148,NA,0.054722334819619,NA,0.0689906769355492
"Acanthochromis_polyacanthus",NA,NA,NA,NA,NA,NA,NA,NA,0.168712732374605,NA,NA,NA,NA,NA,NA,NA,NA,0.114345843563662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131532795510347,NA,NA,NA,NA,NA,NA,NA,NA,0.211855489301999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229743949491407,NA,0.14380918975798
"Acanthocybium_solandri",NA,0.385041551246537,NA,NA,NA,0.144506001846722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143120960295476,NA,NA,NA,NA,0.160664819944598
"Acanthopagrus_australis",NA,NA,NA,0.0601371549147178,NA,0.116581677510111,NA,NA,NA,NA,0.104097063478108,NA,NA,NA,NA,NA,NA,NA,0.0645331457710568,NA,NA,NA,NA,0.127307895199578,NA,0.0747318445577633,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086864779321259,0.056444522595393,NA,0.114999120801829,NA,NA,NA,NA,NA,NA,0.0822929488306664,NA,NA,0.0596096360119571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0524002110075611
"Acanthopagrus_berda",NA,NA,NA,NA,NA,0.10524621821693,NA,NA,NA,NA,0.186675249436756,NA,0.121338912133891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14290312198262,NA,NA,NA,0.134213067267461,NA,NA,NA,NA,NA,0.118442227228838,NA,NA,NA,NA,0.191181203733505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus_latus",NA,NA,NA,0.109456584799845,NA,0.113711081028815,NA,NA,NA,NA,0.132276155482499,NA,0.0792883388126088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132856314059176,NA,NA,NA,0.0576290852833108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126667955907948,0.0692322568168633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854766969638368,NA,NA,0.0934055308450977
"Acanthopagrus_palmaris",NA,NA,NA,0.146433632498819,NA,0.268304204062352,NA,NA,NA,NA,0.250354274917336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141237600377893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193670288143599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acanthostracion_quadricornis",NA,0.0484857994664993,NA,0.0957163031539306,NA,0.0991683665463675,0.0674721481249019,NA,NA,NA,0.09838380668445,NA,NA,NA,NA,0.0691981798211204,NA,NA,NA,NA,NA,NA,NA,0.0549191903342225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122234426486741,NA,NA,NA,NA,NA,NA,NA,NA,0.0797112819708144,NA,NA,0.075788482661227,NA,NA,NA,NA,0.0903812960928919,NA,NA,NA,NA,NA,NA,NA,0.0985407186568335
"Acanthurus_achilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177462289263531,NA,NA,NA,NA,NA,NA,0.231588287488909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269299023957409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321650399290151,NA,NA
"Acanthurus_albipectoralis",NA,NA,NA,NA,NA,0.191358024691358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349046015712682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263187429854096,NA,0.196408529741863
"Acanthurus_auranticavus",NA,0.0334777471445451,0.021924642247604,0.0233687803597217,0.0161043280381603,0.0315084679007483,0.0171108485405453,NA,NA,0.0208305982232725,0.0342654588420638,0.0161043280381603,NA,NA,0.021924642247604,0.021924642247604,NA,NA,0.0191676513062886,0.0129534812480854,0.021924642247604,0.0287077151984596,0.0129534812480854,0.0205680276574329,0.0129534812480854,0.0380727320467376,0.0208305982232725,0.0185549866526629,0.0161043280381603,0.0170233250185987,NA,NA,0.0161043280381603,0.0229311627499891,NA,0.0384228261345237,0.0307645179642029,0.021749595203711,0.0390792525491226,0.0215307863988447,NA,NA,0.0161043280381603,0.0208305982232725,0.0208305982232725,NA,0.021924642247604,0.021924642247604,0.0132598135748983,NA,0.0230624480329088,NA,0.0129534812480854,NA,NA,0.021924642247604,0.0208305982232725,0.021924642247604,NA,NA,NA,0.0382477790906306,0.0229311627499891,0.0343092206030371
"Acanthurus_bahianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525599481529488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474400518470512,NA,NA,NA,NA,NA,NA
"Acanthurus_bariene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107098381070984,NA,NA,NA,NA,0.126089663760897,NA,0.176836861768369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146637608966376,NA,NA,0.214819427148194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228518057285181,NA,NA
"Acanthurus_blochii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639745916515427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360254083484574,NA,NA
"Acanthurus_chirurgus",NA,NA,NA,NA,NA,0.15955766192733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363875724065298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262243285939968,NA,NA,NA,NA,NA,NA,NA,0.214323328067404
"Acanthurus_coeruleus",NA,NA,NA,NA,NA,0.104195323246217,0.200481430536451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131705639614856,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107977991746905,NA,NA,0.263411279229711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19222833562586,NA,NA
"Acanthurus_dussumieri",NA,NA,NA,0.0337272989334102,NA,0.035360814836168,0.0569808782550207,NA,NA,NA,0.0712981646968387,NA,NA,NA,NA,NA,0.0673585086960699,NA,0.0828288651868934,NA,NA,NA,NA,0.0721629672335928,NA,0.0792735658691265,NA,NA,NA,0.0470836936677236,NA,NA,NA,NA,NA,0.0832132218698953,0.04631498030172,NA,0.0843662919189007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381474007879312,NA,0.0513116171807437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0847506486019026,NA,0.0658210819640627
"Acanthurus_fowleri",NA,0.0956606296341315,NA,0.0633280661237389,NA,0.0948097726996475,0.0506867630971192,NA,NA,NA,0.0704995745715327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737814513188282,NA,0.0422997447429196,NA,0.0979700984563024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737814513188282,0.0628418621611766,NA,0.105627810866659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0872736112799319,NA,0.0814391637291844
"Acanthurus_gahhm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283045305931808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249416160672583,NA,NA,0.328351237739374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139187295656235,NA,NA
"Acanthurus_grammoptilus",NA,0.0613425925925926,NA,0.0608974358974359,NA,0.0616096866096866,0.066951566951567,NA,NA,NA,0.056980056980057,NA,NA,NA,0.047542735042735,NA,NA,NA,0.0638354700854701,NA,NA,NA,NA,0.047542735042735,NA,0.0643696581196581,NA,NA,NA,NA,NA,NA,NA,NA,0.0469195156695157,0.0648148148148148,0.0600961538461539,NA,0.0786146723646724,0.0269764957264957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035701566951567,NA,0.0775462962962963,NA,0.078258547008547
"Acanthurus_guttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320431472081218,NA,NA,0.359137055837563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320431472081218,NA,NA
"Acanthurus_leucocheilus",NA,0.0497419052088222,NA,0.0726419521351478,NA,0.056968559361802,NA,NA,NA,NA,0.0628812763960582,NA,NA,NA,NA,NA,NA,NA,0.0727358047864852,NA,NA,NA,NA,0.0667292351008916,NA,0.0751759737212576,NA,NA,NA,0.0396058188643829,NA,NA,NA,NA,NA,0.0796809009854528,0.0756452369779446,NA,0.0833411543876115,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0378226184889723,NA,0.0634443923040826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0860628812763961,NA,0.0775222900046926
"Acanthurus_leucopareius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188950276243094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422099447513812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388950276243094,NA,NA
"Acanthurus_leucosternon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629201680672269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370798319327731,NA,NA
"Acanthurus_lineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120458356623812,0.127724986025713,NA,NA,NA,NA,NA,NA,0.172442705422023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181106763555059,NA,NA,0.22945779765232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168809390721073,NA,NA
"Acanthurus_maculiceps",NA,0.0566394874781596,NA,0.0455736750145603,NA,0.0525626092020967,0.0451368666278393,NA,NA,NA,0.0934769947582994,NA,NA,NA,NA,NA,NA,NA,0.0451368666278393,NA,NA,NA,NA,0.0500873616773442,NA,0.0993011065812464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106435643564356,0.0512521840419336,NA,0.109493302271404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051980198019802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108765288293535,NA,0.0841584158415841
"Acanthurus_mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498692240627725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501307759372276,NA,NA
"Acanthurus_nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450980392156863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549019607843137,NA,NA
